City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
380,Havre-Saint-Pierre,CA,2022-04-05 00:46:38,50.2334,-63.5986,34.16,51,0,13.8
381,Lambarene,GA,2022-04-05 00:46:38,-0.7001,10.2406,74.93,92,100,3.56
382,Seddon,AU,2022-04-05 00:46:38,-37.8068,144.8916,66.11,78,40,8.05
383,Erdenet,MN,2022-04-05 00:46:39,49.0333,104.0833,22.53,48,100,5.32
384,Aguimes,ES,2022-04-05 00:46:39,27.9054,-15.4461,57.83,48,20,12.66
385,Vostok,RU,2022-04-05 00:46:40,46.4856,135.8833,51.01,55,61,7.34
386,Miranda,CO,2022-04-05 00:46:40,3.2499,-76.2281,68.13,93,85,4.9
387,Yar-Sale,RU,2022-04-05 00:46:40,66.8333,70.8333,27.73,98,97,6.82
388,Tombouctou,ML,2022-04-05 00:46:40,20.0,-3.0,83.08,12,0,10.98
389,Inongo,CD,2022-04-05 00:46:41,-1.95,18.2667,72.48,90,100,4.29
390,Porto Novo,BJ,2022-04-05 00:46:41,6.4965,2.6036,84.02,79,99,7.2
391,Dingle,PH,2022-04-05 00:46:41,10.9995,122.6711,84.22,70,100,11.56
392,Tommot,RU,2022-04-05 00:46:42,58.9564,126.2925,18.25,83,100,10.36
393,Kibala,TD,2022-04-05 00:46:42,9.1104,18.3463,82.22,53,60,5.61
394,Port Blair,IN,2022-04-05 00:46:42,11.6667,92.75,81.9,75,82,3.51
395,Wattegama,LK,2022-04-05 00:46:43,6.7989,81.4808,73.53,92,65,1.54
396,Perry,US,2022-04-05 00:46:31,37.2506,-83.1999,62.78,64,100,2.84
397,Libreville,GA,2022-04-05 00:46:43,0.3925,9.4537,78.82,89,20,9.22
398,Ballybofey,IE,2022-04-05 00:46:43,54.8,-7.7833,48.51,95,100,14.7
399,Palauig,PH,2022-04-05 00:46:44,15.435,119.9045,84.27,62,100,0.67
400,Sisimiut,GL,2022-04-05 00:46:44,66.9395,-53.6735,24.28,96,79,3.98
401,Bonga,ET,2022-04-05 00:46:44,7.2833,36.2333,59.34,97,99,1.5
402,Mayo,US,2022-04-05 00:43:13,38.8876,-76.5119,52.27,69,20,4.61
403,Pueblo Bello,CO,2022-04-05 00:46:45,8.2041,-76.526,73.9,97,100,1.41
404,West Odessa,US,2022-04-05 00:46:45,31.8424,-102.4988,78.82,22,0,6.91
405,Biak,ID,2022-04-05 00:46:46,-0.9131,122.8766,81.59,70,94,3.91
406,Zhaotong,CN,2022-04-05 00:46:46,27.3167,103.7167,41.79,88,100,1.61
407,Erzurum,TR,2022-04-05 00:46:46,40.0,41.5,31.68,81,100,4.85
408,Ozernovskiy,RU,2022-04-05 00:46:47,51.5,156.5167,36.0,90,7,9.51
409,Bloemhof,ZA,2022-04-05 00:46:47,-27.6469,25.607,56.8,47,0,1.45
410,Nizhniy Odes,RU,2022-04-05 00:46:47,63.6445,54.856,8.74,98,100,4.65
411,Wahiawa,US,2022-04-05 00:46:48,21.5028,-158.0236,79.12,59,40,10.36
412,Bani Walid,LY,2022-04-05 00:46:48,31.7566,13.9942,77.02,10,100,13.04
413,Bulgan,MN,2022-04-05 00:46:48,48.8125,103.5347,25.86,52,100,4.61
414,Uray,RU,2022-04-05 00:46:48,60.1247,64.7758,35.04,100,100,8.46
415,Aras,ES,2022-04-05 00:46:49,42.5617,-2.356,28.81,86,0,2.3
416,Bengkulu,ID,2022-04-05 00:46:49,-3.8004,102.2655,79.14,69,59,3.94
417,Zeya,RU,2022-04-05 00:46:49,53.75,127.2667,25.9,43,100,11.92
418,Mancio Lima,BR,2022-04-05 00:47:50,-7.6142,-72.8958,73.92,81,8,1.05
419,Chinsali,ZM,2022-04-05 00:47:50,-10.5414,32.0816,60.82,99,100,3.44
420,Cidreira,BR,2022-04-05 00:47:50,-30.1811,-50.2056,68.88,88,52,6.76
421,Sungaipenuh,ID,2022-04-05 00:47:51,-2.0833,101.3833,71.55,62,72,0.81
422,Borba,BR,2022-04-05 00:47:51,-4.3878,-59.5939,74.16,99,100,3.67
423,Nanortalik,GL,2022-04-05 00:47:51,60.1432,-45.2371,33.75,80,100,4.03
424,Ketchikan,US,2022-04-05 00:47:52,55.3422,-131.6461,46.87,57,100,4.61
425,Esna,EG,2022-04-05 00:47:52,25.2934,32.554,77.02,13,0,0.65
426,Clyde River,CA,2022-04-05 00:47:52,70.4692,-68.5914,10.63,72,0,2.3
427,Bulawayo,ZW,2022-04-05 00:47:53,-20.15,28.5833,62.74,81,85,5.19
428,Nome,US,2022-04-05 00:47:53,64.5011,-165.4064,19.47,45,0,9.22
429,Sambava,MG,2022-04-05 00:47:53,-14.2667,50.1667,74.3,90,100,4.32
430,Monticello,US,2022-04-05 00:47:54,45.3055,-93.7941,44.64,72,0,0.0
431,Plettenberg Bay,ZA,2022-04-05 00:47:54,-34.0527,23.3716,61.02,81,4,7.14
432,Pucara,PE,2022-04-05 00:47:54,-15.9803,-71.4606,39.33,94,100,4.32
433,Jiuquan,CN,2022-04-05 00:47:55,39.7432,98.5174,54.66,12,0,2.28
434,Elk,PL,2022-04-05 00:44:43,53.8282,22.3647,34.02,96,100,21.79
435,Ternate,ID,2022-04-05 00:47:55,0.8,127.4,83.66,74,80,8.77
436,Ceres,US,2022-04-05 00:47:55,37.5949,-120.9577,75.15,41,0,18.41
437,Eldoret,KE,2022-04-05 00:47:56,0.5204,35.2699,57.34,80,3,9.37
438,Jutai,BR,2022-04-05 00:47:56,-5.1833,-68.9,77.63,79,100,1.19
439,Warri,NG,2022-04-05 00:47:56,5.5167,5.75,77.94,90,100,3.51
440,Mbandaka,CD,2022-04-05 00:47:57,0.0487,18.2603,73.26,83,100,4.88
441,Baft,IR,2022-04-05 00:47:57,29.234,56.6057,55.36,24,7,3.71
442,Port-Cartier,CA,2022-04-05 00:47:57,50.0334,-66.8654,32.22,80,6,10.85
443,Yatou,CN,2022-04-05 00:47:58,37.15,122.3833,52.7,65,100,19.28
444,Poum,NC,2022-04-05 00:47:58,-20.2333,164.0167,80.62,82,100,24.61
445,Acapulco,MX,2022-04-05 00:47:58,16.8634,-99.8901,76.75,73,36,9.37
446,Salamanca,ES,2022-04-05 00:47:59,40.8333,-6.0,34.0,74,98,10.83
447,Olafsvik,IS,2022-04-05 00:47:59,64.8945,-23.7142,28.2,70,98,29.97
448,Tra Vinh,VN,2022-04-05 00:47:59,9.9347,106.3453,81.68,72,54,5.03
449,Cervo,ES,2022-04-05 00:48:00,43.6702,-7.4101,46.96,74,3,13.73
450,Shetpe,KZ,2022-04-05 00:48:00,44.1667,52.1167,45.43,73,57,6.96
451,Razole,IN,2022-04-05 00:48:00,16.4833,81.8333,78.62,83,91,2.71
452,Pesaro,IT,2022-04-05 00:48:01,43.9036,12.8903,45.21,86,3,3.74
453,Jashpurnagar,IN,2022-04-05 00:48:01,22.9,84.15,73.62,14,8,1.01
454,Zatoka,UA,2022-04-05 00:48:01,46.0725,30.4654,42.15,84,4,17.11
455,Nantucket,US,2022-04-05 00:47:08,41.2835,-70.0995,46.54,71,0,16.11
456,Kyshtovka,RU,2022-04-05 00:48:02,56.555,76.6271,36.39,85,100,10.0
457,Lorengau,PG,2022-04-05 00:47:00,-2.0226,147.2712,82.94,78,100,14.97
458,Warwick,US,2022-04-05 00:47:11,41.7001,-71.4162,50.5,48,100,6.89
459,Venado Tuerto,AR,2022-04-05 00:48:04,-33.7456,-61.9688,55.18,33,0,8.05
460,Launceston,AU,2022-04-05 00:48:04,-41.45,147.1667,64.8,64,100,14.97
461,Cockburn Town,TC,2022-04-05 00:44:26,21.4612,-71.1419,78.12,81,0,15.01
462,Broome,US,2022-04-05 00:48:04,42.2506,-75.833,41.61,69,100,3.44
463,Takhtamygda,RU,2022-04-05 00:48:05,54.1,123.5667,23.56,44,65,13.33
464,Taywarah,AF,2022-04-05 00:49:05,33.35,64.4167,44.82,28,0,1.28
465,Namibe,AO,2022-04-05 00:49:06,-15.1961,12.1522,68.47,81,29,6.85
466,Luklukan,PH,2022-04-05 00:49:06,14.3254,122.7124,79.11,90,100,15.55
467,Montes Altos,BR,2022-04-05 00:49:07,-5.8333,-47.0667,73.31,92,97,1.54
468,Kajaani,FI,2022-04-05 00:49:07,64.2273,27.7285,30.25,93,100,8.05
469,Sokoni,TZ,2022-04-05 00:49:07,-6.4333,39.55,80.46,74,9,4.65
470,Upata,VE,2022-04-05 00:49:08,8.0086,-62.3989,75.11,81,100,7.83
471,Aguililla,MX,2022-04-05 00:49:08,18.7333,-102.7333,76.01,27,66,6.76
472,Tokur,RU,2022-04-05 00:49:09,53.1333,132.9,17.19,82,100,6.44
473,General Roca,AR,2022-04-05 00:49:09,-39.0333,-67.5833,61.63,16,5,7.9
474,Kruisfontein,ZA,2022-04-05 00:49:09,-34.0033,24.7314,55.89,74,1,9.06
475,Kumo,NG,2022-04-05 00:49:10,10.0447,11.2122,84.51,25,24,7.16
476,Fare,PF,2022-04-05 00:49:10,-16.7,-151.0167,83.03,73,94,16.96
477,Sangar,RU,2022-04-05 00:49:11,63.9242,127.4739,6.51,93,100,9.08
478,Gilgit,PK,2022-04-05 00:49:11,35.9221,74.3087,55.4,49,0,4.25
479,Scottsbluff,US,2022-04-05 00:46:49,41.8666,-103.6672,66.43,19,75,13.8
480,Idah,NG,2022-04-05 00:49:12,7.1065,6.7342,81.05,72,100,6.64
481,San-Pedro,CI,2022-04-05 00:49:12,4.7485,-6.6363,79.95,90,100,6.06
482,Cap Malheureux,MU,2022-04-05 00:49:13,-19.9842,57.6142,77.47,87,35,1.99
483,Arman,RU,2022-04-05 00:49:13,59.7,150.1667,23.02,90,100,15.1
484,Shingu,JP,2022-04-05 00:49:14,33.7333,135.9833,59.45,35,0,3.27
485,Sistranda,NO,2022-04-05 00:49:14,63.7256,8.834,26.56,53,78,15.39
486,Lasa,IT,2022-04-05 00:48:19,46.6166,10.7002,36.48,69,34,4.43
487,Murray Bridge,AU,2022-04-05 00:45:31,-35.1167,139.2667,67.12,50,100,3.8
488,Kayerkan,RU,2022-04-05 00:49:15,69.3497,87.7602,0.72,84,45,9.64
489,Kitimat,CA,2022-04-05 00:49:15,54.0524,-128.6534,44.98,57,100,1.21
490,Padang,ID,2022-04-05 00:49:16,-0.9492,100.3543,75.25,70,18,2.44
491,Tomatlan,MX,2022-04-05 00:46:09,19.9333,-105.25,72.37,68,0,5.75
492,Azad Shahr,IR,2022-04-05 00:49:16,34.7909,48.5707,41.49,36,0,4.61
493,Camopi,GF,2022-04-05 00:49:17,3.1655,-52.3158,71.85,100,100,2.3
494,Abu Kamal,SY,2022-04-05 00:49:17,34.4506,40.9171,64.96,32,0,9.46
495,La Union,PE,2022-04-05 00:49:17,-5.4,-80.75,74.62,67,11,13.29
496,Texarkana,US,2022-04-05 00:44:53,33.4251,-94.0477,79.02,48,0,4.61
497,Iguape,BR,2022-04-05 00:49:18,-24.7081,-47.5553,74.19,96,100,5.61
498,Kasongo-Lunda,CD,2022-04-05 00:49:18,-6.4667,16.8167,69.31,98,100,1.19
499,Ponnani,IN,2022-04-05 00:49:19,10.767,75.9252,78.12,83,100,1.48
500,Trinidad,BO,2022-04-05 00:49:19,-14.8333,-64.9,73.87,91,26,1.86
501,Olinda,BR,2022-04-05 00:49:00,-8.0089,-34.8553,82.13,69,20,8.05
502,Amahai,ID,2022-04-05 00:49:20,-3.3333,128.9167,82.8,68,97,1.92
503,Jining,CN,2022-04-05 00:49:20,35.405,116.5814,61.97,52,100,11.34
504,Port-Gentil,GA,2022-04-05 00:49:20,-0.7193,8.7815,80.38,82,98,8.59
505,Ambulu,ID,2022-04-05 00:49:21,-8.345,113.6058,79.72,80,13,1.79
506,Monte Alegre,BR,2022-04-05 00:49:21,-2.0078,-54.0692,73.56,95,63,1.57
507,Quatre Cocos,MU,2022-04-05 00:49:21,-20.2078,57.7625,77.11,85,53,10.11
508,San Jose,US,2022-04-05 00:49:40,37.3394,-121.895,70.68,61,40,20.71
509,Melnikovo,RU,2022-04-05 00:50:22,56.5558,84.085,35.26,88,100,8.25
510,Mangan,IN,2022-04-05 00:50:22,27.5167,88.5333,69.08,88,100,0.04
511,Flin Flon,CA,2022-04-05 00:45:31,54.7682,-101.865,31.8,83,67,14.12
512,Santa Cruz,BO,2022-04-05 00:50:23,-17.8,-63.1667,76.46,88,20,2.3
513,Meulaboh,ID,2022-04-05 00:50:23,4.1363,96.1285,77.09,85,100,3.85
514,Aleksandrov Gay,RU,2022-04-05 00:50:24,50.147,48.5704,33.28,86,11,11.9
515,Naze,JP,2022-04-05 00:50:24,28.3667,129.4833,65.32,49,6,5.73
516,Kropotkin,RU,2022-04-05 00:50:25,45.4375,40.5756,42.31,84,100,3.42
517,Sicamous,CA,2022-04-05 00:45:31,50.8331,-118.9856,56.37,85,100,2.33
518,Ahar,IR,2022-04-05 00:50:25,38.4774,47.0699,47.3,81,100,4.76
519,Caohe,CN,2022-04-05 00:50:25,30.2297,115.4335,59.52,68,100,1.9
520,Kupang,ID,2022-04-05 00:50:26,-10.1667,123.5833,82.13,74,1,1.14
521,Puerto Gaitan,CO,2022-04-05 00:50:10,4.3133,-72.0816,79.23,79,23,0.54
522,Sao Jose Da Coroa Grande,BR,2022-04-05 00:50:26,-8.8978,-35.1478,77.99,78,9,5.39
523,Chumikan,RU,2022-04-05 00:50:27,54.7183,135.315,25.63,68,100,5.57
524,Pitkyaranta,RU,2022-04-05 00:50:27,61.5734,31.4792,29.79,97,100,18.23
525,Shitkino,RU,2022-04-05 00:50:27,56.3703,98.3543,26.76,75,100,7.72
526,Ewa Beach,US,2022-04-05 00:50:28,21.3156,-158.0072,82.35,53,75,14.97
527,Megion,RU,2022-04-05 00:50:28,61.0296,76.1136,37.42,100,100,6.13
528,Dzhebariki-Khaya,RU,2022-04-05 00:50:28,62.2167,135.8,15.4,80,100,3.71
529,Klaksvik,FO,2022-04-05 00:50:29,62.2266,-6.589,31.12,61,100,14.81
530,Nanhai,CN,2022-04-05 00:50:29,30.1282,111.7784,63.25,68,100,4.16
531,Portland,US,2022-04-05 00:47:40,45.5234,-122.6762,49.95,74,75,14.97
532,Pasni,PK,2022-04-05 00:50:29,25.2631,63.471,76.71,61,0,8.55
533,Mwinilunga,ZM,2022-04-05 00:50:30,-11.7358,24.4293,60.28,97,52,2.59
534,Marawi,PH,2022-04-05 00:50:30,7.9986,124.2928,75.16,84,100,3.65
535,Kaseda,JP,2022-04-05 00:50:30,31.4167,130.3167,58.42,45,10,5.88
536,Brownwood,US,2022-04-05 00:46:19,31.7093,-98.9912,78.12,60,20,12.66
537,Nyurba,RU,2022-04-05 00:50:31,63.2842,118.3319,7.32,88,89,6.78
538,Kalach-Na-Donu,RU,2022-04-05 00:50:31,48.691,43.5264,35.29,74,100,8.05
539,Nieuw Amsterdam,SR,2022-04-05 00:50:31,5.8833,-55.0833,77.16,89,40,5.75
540,Chifeng,CN,2022-04-05 00:47:00,42.2683,118.9636,43.65,33,8,14.14
541,Kongolo,CD,2022-04-05 00:50:32,-5.3833,27.0,70.93,96,100,0.76
542,Lumby,CA,2022-04-05 00:50:32,50.2498,-118.969,50.59,29,99,9.22
543,Vestmannaeyjar,IS,2022-04-05 00:50:32,63.4427,-20.2734,36.16,74,100,23.49
544,Bonthe,SL,2022-04-05 00:50:33,7.5264,-12.505,76.89,82,70,4.34
545,Kasamwa,TZ,2022-04-05 00:50:33,-2.85,32.4333,64.02,87,99,3.4
546,Ilhabela,BR,2022-04-05 00:48:05,-23.7781,-45.3581,74.53,91,100,3.38
547,Kattivakkam,IN,2022-04-05 00:47:34,13.2167,80.3167,82.08,87,46,7.94
548,Yulara,AU,2022-04-05 00:48:20,-25.2406,130.9889,75.04,19,0,5.75
549,Dubti,ET,2022-04-05 00:50:34,11.7361,41.0853,82.24,32,12,6.58
550,Izumo,JP,2022-04-05 00:50:34,35.3667,132.7667,48.09,57,0,8.05
551,Dauphin,CA,2022-04-05 00:50:34,51.1494,-100.0502,42.94,81,0,20.71
552,Berlevag,NO,2022-04-05 00:50:35,70.8578,29.0864,17.4,71,93,12.26
553,Hirara,JP,2022-04-05 00:47:40,24.8,125.2833,71.87,53,40,10.36
554,Lovozero,RU,2022-04-05 00:50:35,68.005,35.0117,12.27,97,100,8.12
555,Katherine,AU,2022-04-05 00:48:57,-14.4667,132.2667,88.12,58,20,6.91
556,Harper,LR,2022-04-05 00:51:35,4.375,-7.7169,80.67,85,100,7.87
557,Boyolangu,ID,2022-04-05 00:51:36,-8.1181,111.8935,80.37,79,51,2.33
558,Glubokiy,RU,2022-04-05 00:51:36,48.5217,40.3258,36.03,67,100,6.71
559,Itapirapua,BR,2022-04-05 00:51:19,-15.8233,-50.6133,73.53,64,1,2.73
560,Jacqueville,CI,2022-04-05 00:51:36,5.2052,-4.4146,81.36,87,100,11.72
561,Mehamn,NO,2022-04-05 00:51:37,71.0357,27.8492,20.79,90,97,5.35
562,Tuatapere,NZ,2022-04-05 00:51:37,-46.1333,167.6833,66.69,69,100,5.77
563,La Ronge,CA,2022-04-05 00:50:38,55.1001,-105.2842,43.05,49,0,17.27
564,Ucluelet,CA,2022-04-05 00:51:38,48.9329,-125.5528,44.91,86,100,8.99
565,Monze,ZM,2022-04-05 00:51:38,-16.2833,27.4833,63.32,93,100,2.51
566,Armizonskoye,RU,2022-04-05 00:51:38,55.9461,67.6736,36.79,93,100,8.68
567,Luchegorsk,RU,2022-04-05 00:51:38,46.4764,134.2569,52.61,50,32,16.15
568,Pitimbu,BR,2022-04-05 00:51:39,-7.4706,-34.8086,77.59,76,15,8.08
569,Eureka,US,2022-04-05 00:51:39,40.8021,-124.1637,54.93,91,100,3.0
570,Goundam,ML,2022-04-05 00:51:39,16.4145,-3.6708,84.61,12,0,9.55
571,Kavaratti,IN,2022-04-05 00:51:40,10.5669,72.642,82.02,74,55,2.73
