City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
466,Los Andes,CL,-32.8337,-70.5983,80.01,23,0,7.29,clear sky
467,Boguchany,RU,58.3814,97.4531,28.96,97,100,2.33,overcast clouds
468,Tayoltita,MX,24.0833,-105.9333,87.1,23,22,8.77,few clouds
469,Andenes,NO,69.3143,16.1194,35.58,60,75,24.16,broken clouds
470,Eckernforde,DE,54.4667,9.8333,39.2,90,9,11.41,clear sky
471,Salinas,US,36.6777,-121.6555,93.56,45,0,12.66,clear sky
472,Mahon,ES,39.8885,4.2658,57.76,82,0,12.66,clear sky
473,Kirkwood,US,38.5834,-90.4068,42.12,73,100,14.97,overcast clouds
474,Launceston,AU,-41.45,147.1667,56.8,92,18,8.05,few clouds
475,Nybro,SE,56.7446,15.9071,35.04,78,19,8.99,few clouds
476,Alofi,NU,-19.0595,-169.9187,85.89,70,63,9.22,broken clouds
477,Puerto Leguizamo,CO,-0.1934,-74.7819,85.32,64,91,0.54,overcast clouds
478,Teguise,ES,29.0605,-13.564,61.02,68,20,17.27,few clouds
479,Ocean City,US,39.2776,-74.5746,64.02,57,3,8.99,clear sky
480,Yangjiang,CN,21.85,111.9667,66.06,79,0,2.84,clear sky
481,Duzce,TR,40.8389,31.1639,52.72,82,30,6.08,scattered clouds
482,Tabursuq,TN,36.4569,9.2475,54.1,70,0,1.99,clear sky
483,Mpika,ZM,-11.8343,31.4529,62.15,98,100,8.16,light rain
484,Matagami,CA,49.7502,-77.6328,39.31,87,100,4.61,overcast clouds
485,Arshan,RU,46.2732,44.22,48.58,93,49,15.66,scattered clouds
486,Havelock,US,34.8791,-76.9013,70.99,52,0,16.11,clear sky
487,Samarai,PG,-10.6167,150.6667,82.0,75,100,12.66,overcast clouds
488,Beloha,MG,-25.1667,45.05,75.11,84,55,13.91,broken clouds
489,Prince Rupert,CA,54.3161,-130.3201,44.69,76,40,21.85,scattered clouds
490,Robe,AU,-37.1833,139.75,57.63,84,0,8.63,clear sky
491,Bandarbeyla,SO,9.4942,50.8122,80.1,82,26,6.29,scattered clouds
492,Fonte Boa,BR,-2.4959,-66.2662,83.39,80,95,4.03,overcast clouds
493,Finschhafen,PG,-6.6024,147.8681,76.57,95,100,7.7,moderate rain
494,La Romana,DO,18.4273,-68.9728,82.76,65,20,11.5,few clouds
495,Mantua,IT,45.1667,10.7833,61.09,67,69,3.09,broken clouds
496,Senador Jose Porfirio,BR,-2.5908,-51.9542,76.26,94,90,5.35,moderate rain
497,Changde,CN,29.0464,111.6783,66.58,54,96,4.03,overcast clouds
498,Saint-Francois,FR,46.4154,3.9054,53.04,62,100,25.32,overcast clouds
499,Libertador General San Martin,AR,-23.8064,-64.7876,78.98,88,62,4.45,broken clouds
500,Chapais,CA,49.7834,-74.8492,33.58,99,100,7.92,light snow
501,Varnavino,RU,57.4035,45.0916,37.6,93,95,8.79,overcast clouds
502,Whitehorse,CA,60.7161,-135.0538,40.01,42,75,13.8,broken clouds
503,Lalibela,ET,12.0333,39.0333,62.28,34,0,8.3,clear sky
504,Skibbereen,IE,51.55,-9.2667,40.1,66,1,11.68,clear sky
505,Westport,US,41.1415,-73.3579,65.28,44,0,11.5,clear sky
506,Tomatlan,MX,19.9333,-105.25,85.33,44,100,8.61,overcast clouds
507,Carutapera,BR,-1.195,-46.02,75.99,94,100,1.7,overcast clouds
508,Byron Bay,AU,-28.65,153.6167,66.94,88,77,9.62,broken clouds
509,Varhaug,NO,58.6147,5.6457,38.75,64,22,31.32,few clouds
510,Port Hardy,CA,50.6996,-127.4199,44.78,81,75,10.36,light intensity shower rain
511,Marzuq,YE,14.4,46.4667,67.77,43,0,5.61,clear sky
512,Koumac,NC,-20.5667,164.2833,80.56,78,93,3.49,overcast clouds
513,Alice Springs,AU,-23.7,133.8833,49.55,66,0,5.75,clear sky
514,Marsh Harbour,BS,26.5412,-77.0636,74.7,66,62,15.05,broken clouds
515,Svetlogorsk,BY,52.6333,29.7333,41.38,89,72,8.39,broken clouds
516,Tarakan,ID,3.3,117.6333,81.9,83,75,3.44,broken clouds
517,Laiyang,CN,36.9758,120.7136,54.81,81,3,5.35,clear sky
518,Jinji,CN,23.2281,110.8261,66.45,62,0,3.15,clear sky
519,Plouzane,FR,48.3833,-4.6167,44.65,81,40,10.36,scattered clouds
520,Muros,ES,42.7762,-9.0603,53.83,92,62,1.01,broken clouds
521,Waingapu,ID,-9.6567,120.2641,76.84,86,61,3.78,broken clouds
522,Ijero,NG,6.4819,3.3803,83.73,79,90,11.27,overcast clouds
523,Rapid Valley,US,44.0625,-103.1463,60.31,25,0,8.99,clear sky
524,Kunmadaras,HU,47.4333,20.8,55.98,66,99,17.52,overcast clouds
525,Kodinar,IN,20.7903,70.7031,84.6,33,3,10.8,clear sky
526,Puro,PH,12.4841,123.3827,77.81,84,100,6.64,overcast clouds
527,Svobodnyy,RU,51.4,128.1333,23.99,96,36,2.98,scattered clouds
528,Amvrosiyivka,UA,47.7935,38.4777,48.25,92,100,7.29,overcast clouds
529,Sisimiut,GL,66.9395,-53.6735,15.62,85,98,8.25,overcast clouds
530,Asilah,MA,35.465,-6.0348,57.16,79,100,5.37,overcast clouds
531,Ucluelet,CA,48.9329,-125.5528,50.09,80,100,7.0,overcast clouds
532,Alihe,CN,50.5667,123.7167,25.79,97,27,1.45,scattered clouds
533,Nara,JP,34.6851,135.8049,53.69,43,0,2.66,clear sky
534,Asau,RO,46.4333,26.4,51.96,72,100,7.34,overcast clouds
535,Porto Walter,BR,-8.2686,-72.7439,80.22,93,100,0.96,light rain
536,Rochegda,RU,62.8,43.25,34.68,98,100,11.61,overcast clouds
537,Manta,EC,-0.95,-80.7333,80.38,74,20,8.05,few clouds
538,Chengde,CN,40.9725,117.9361,54.1,55,32,2.71,scattered clouds
539,Puerto Suarez,BO,-18.95,-57.8,86.36,66,75,10.36,thunderstorm
540,Fairbanks,US,64.8378,-147.7164,16.02,63,100,13.8,light snow
541,Bud,US,39.447,-86.1758,45.16,71,100,13.09,overcast clouds
542,Dwarka,IN,22.2394,68.9678,80.35,71,2,8.84,clear sky
543,Tres Arroyos,AR,-38.3739,-60.2798,68.81,66,100,2.46,overcast clouds
544,Bourail,NC,-21.5667,165.4833,77.43,87,82,7.65,broken clouds
545,Caibarien,CU,22.5206,-79.4669,81.72,72,99,14.97,overcast clouds
546,Wuwei,CN,37.9281,102.6414,56.46,16,0,7.58,clear sky
547,Haysville,US,37.5645,-97.3523,58.71,22,0,21.85,clear sky
548,Havoysund,NO,70.9963,24.6622,34.03,75,100,30.13,overcast clouds
549,Dolinsk,RU,47.35,142.8,33.08,97,100,7.25,light snow
550,Inta,RU,66.0317,60.1659,-1.34,100,87,5.82,overcast clouds
551,Areosa,PT,41.7178,-8.8571,53.92,91,55,3.8,broken clouds
552,Alekseyevsk,RU,57.8406,108.3492,21.25,99,88,0.72,overcast clouds
553,Santa Maria Da Vitoria,BR,-13.3947,-44.1886,83.14,36,0,1.66,clear sky
554,Kamenka,RU,51.3223,42.7678,51.48,74,98,12.97,overcast clouds
555,Liverpool,GB,53.4106,-2.9779,43.83,73,20,5.01,few clouds
556,Shakawe,BW,-18.3667,21.85,68.76,73,18,5.73,few clouds
557,Haines Junction,CA,60.7522,-137.5108,39.15,48,100,10.36,overcast clouds
558,Siguiri,GN,11.6667,-9.5,92.71,9,28,4.25,scattered clouds
559,Madikeri,IN,12.4167,75.7333,65.98,97,100,1.74,overcast clouds
560,Manga,BF,11.6636,-1.0731,97.09,23,31,9.93,scattered clouds
561,Pauini,BR,-7.7136,-66.9764,84.24,74,82,2.64,broken clouds
562,Manturovo,RU,58.3353,44.7619,38.03,91,99,9.17,overcast clouds
563,Ixtapa,MX,20.7,-105.2,76.23,73,40,13.8,scattered clouds
564,Porbandar,IN,21.6422,69.6093,81.97,57,6,9.28,clear sky
565,Goedereede,NL,51.8175,3.9806,44.58,73,99,5.99,overcast clouds
566,Altea,ES,38.5989,-0.0514,69.21,62,100,1.01,overcast clouds
567,Cochabamba,BO,-17.3895,-66.1568,73.15,38,75,4.61,broken clouds
568,Wote,KE,-1.7808,37.6288,66.79,70,4,1.79,clear sky
569,Woodward,US,36.4337,-99.3904,63.63,19,0,21.85,clear sky
570,Itoman,JP,26.1247,127.6694,68.02,78,20,6.91,few clouds
571,Kawalu,ID,-7.3817,108.2082,70.57,93,100,1.86,overcast clouds
572,Diffa,NE,13.3154,12.6113,90.39,8,15,6.42,few clouds
573,Solnechnyy,RU,50.7214,136.6319,20.5,94,99,2.39,light snow
574,Astaneh-Ye Ashrafiyeh,IR,37.2596,49.9444,55.33,66,93,2.59,overcast clouds
575,Zyryanovsk,KZ,49.7386,84.2719,26.8,97,51,1.66,broken clouds
576,Tsabong,BW,-26.0217,22.401,65.95,65,92,16.51,overcast clouds
577,San Cristobal,VE,7.7669,-72.225,78.98,73,98,4.32,overcast clouds
578,Port Washington,US,40.8257,-73.6982,65.12,34,20,13.8,few clouds
579,Chumikan,RU,54.7183,135.315,14.72,96,100,2.44,overcast clouds
580,Powell,US,40.1578,-83.0752,49.86,68,40,8.05,scattered clouds
581,Estelle,US,29.8458,-90.1067,72.0,25,0,16.11,clear sky
582,Bonavista,CA,48.6499,-53.1147,32.76,85,98,9.46,overcast clouds
583,Biltine,TD,14.5333,20.9167,87.55,7,3,9.4,clear sky
584,Washougal,US,45.5826,-122.3534,58.98,51,40,16.11,scattered clouds
585,Ogawara,JP,38.0516,140.7155,41.49,75,0,3.33,clear sky
586,Uyuni,BO,-20.4597,-66.825,60.13,26,94,11.01,overcast clouds
587,Naze,JP,28.3667,129.4833,63.52,68,0,6.87,clear sky
588,Sabzevar,IR,36.2126,57.6819,65.48,24,41,9.22,haze
589,Labuan,MY,5.2767,115.2417,77.36,88,40,6.91,scattered clouds
590,Ivankiv,UA,50.9386,29.8943,42.48,84,49,8.08,scattered clouds
591,Timizart,DZ,36.8,4.2667,53.55,65,0,6.42,clear sky
592,Zhangjiakou,CN,40.81,114.8794,56.37,25,0,5.37,clear sky
593,Balikpapan,ID,-1.2675,116.8289,77.99,89,40,8.05,scattered clouds
594,Kysyl-Syr,RU,63.8986,122.7617,11.71,97,100,3.44,overcast clouds
595,Tecolutla,MX,20.4833,-97.0167,82.26,49,95,14.27,overcast clouds
596,Darnah,LY,32.767,22.6367,60.17,55,0,10.4,clear sky
597,Birao,CF,10.2849,22.7882,85.28,16,2,3.04,clear sky
598,Lagos,NG,6.5833,3.75,81.48,86,100,6.2,overcast clouds
599,Kaeo,NZ,-35.1,173.7833,61.32,89,7,5.91,clear sky
600,Butka,RU,56.7179,63.7866,29.46,98,99,5.19,overcast clouds
601,Rio Grande,BR,-32.035,-52.0986,75.31,73,0,10.33,clear sky
602,Maniitsoq,GL,65.4167,-52.9,19.53,81,90,14.27,overcast clouds
603,Neftegorsk,RU,52.802,51.166,45.34,81,100,11.83,overcast clouds
604,Dongsheng,CN,39.8161,109.9776,51.6,19,0,6.91,clear sky
605,Karratha,AU,-20.7377,116.8463,81.16,52,8,13.35,clear sky
606,Tamandare,BR,-8.7597,-35.1047,78.3,85,25,6.02,scattered clouds
607,Maceio,BR,-9.6658,-35.7353,76.44,94,75,5.75,broken clouds
608,Mopti,ML,14.6667,-4.0,100.44,11,3,9.22,dust
609,Avera,US,33.194,-82.5271,65.71,44,100,17.36,overcast clouds
610,Port Blair,IN,11.6667,92.75,77.04,94,40,2.3,mist
611,Balsas,BR,-7.5325,-46.0356,77.18,83,61,2.35,broken clouds
612,Kihei,US,20.785,-156.4656,80.62,85,40,24.16,scattered clouds
613,Abay,KZ,49.6311,72.8539,32.38,88,5,5.39,clear sky
614,Porto Santo,PT,33.072,-16.3415,59.38,72,20,3.44,few clouds
615,Zyryanka,RU,65.75,150.85,-6.21,92,100,16.98,overcast clouds
616,Albania,AL,41.0,20.0,55.0,77,4,4.18,clear sky
617,Batticaloa,LK,7.7102,81.6924,78.26,84,95,8.16,overcast clouds
618,Urumqi,CN,43.801,87.6005,58.15,51,0,6.71,clear sky
619,Vaitape,PF,-16.5167,-151.75,82.69,73,100,19.04,overcast clouds
620,Port Augusta,AU,-32.5,137.7667,59.52,75,0,2.42,clear sky
621,Progreso,MX,21.2833,-89.6667,78.12,52,100,16.11,overcast clouds
622,Havre-Saint-Pierre,CA,50.2334,-63.5986,34.16,80,100,14.97,overcast clouds
623,Nizhnevartovsk,RU,60.9344,76.5531,10.42,72,0,7.0,clear sky
624,Val-David,CA,46.0334,-74.2159,40.01,94,100,3.56,overcast clouds
625,San Quintin,MX,30.4833,-115.95,79.86,27,89,8.86,overcast clouds
626,Fomboni,KM,-12.28,43.7425,82.54,72,99,8.79,overcast clouds
627,Tikrit,IQ,34.6071,43.6782,86.02,16,100,22.39,overcast clouds
628,Pishin,PK,30.5803,66.9961,68.81,14,0,1.63,clear sky
629,Baiyin,CN,36.5583,104.2081,53.89,17,1,5.7,clear sky
630,Menongue,AO,-14.6585,17.691,63.9,90,75,3.4,light rain
631,Moranbah,AU,-22.0016,148.0466,72.3,82,67,17.02,broken clouds
632,Carupano,VE,10.6678,-63.2585,82.29,68,84,16.26,broken clouds
633,Benguela,AO,-12.5763,13.4055,75.25,91,81,2.91,moderate rain
634,Koyelga,RU,54.6522,60.9049,34.25,94,84,3.44,broken clouds
635,Hasaki,JP,35.7333,140.8333,50.4,68,0,17.78,clear sky
636,Makhu,IN,31.1033,74.9978,78.85,10,0,3.91,clear sky
637,Gamba,GA,-2.65,10.0,77.23,94,82,3.06,broken clouds
638,Patancheru,IN,17.5314,78.265,77.86,39,5,8.05,clear sky
639,Kenai,US,60.5544,-151.2583,34.09,89,100,8.05,mist
640,Safranbolu,TR,41.2508,32.6942,46.44,89,11,1.81,few clouds
641,Pochutla,MX,15.7432,-96.4661,87.82,48,19,9.86,few clouds
642,Tongliao,CN,43.6125,122.2653,49.26,36,37,5.44,scattered clouds
643,Ghazipur,IN,25.5833,83.5667,81.0,14,0,3.67,clear sky
644,Belle Glade,US,26.6845,-80.6676,78.03,36,90,14.03,overcast clouds
645,Rafai,CF,4.95,23.9167,72.54,78,71,1.92,broken clouds
646,Jawhar,SO,2.7809,45.5005,80.56,78,100,11.07,overcast clouds
647,Udachnyy,RU,66.4167,112.4,-7.73,100,99,2.57,overcast clouds
648,Cedar City,US,37.6775,-113.0619,73.4,14,0,4.88,clear sky
649,Vernon,CA,50.2581,-119.2691,61.41,29,98,21.99,overcast clouds
650,Buala,SB,-8.145,159.5921,83.21,76,62,10.94,broken clouds
651,Melo,UY,-32.3667,-54.1833,72.64,70,84,9.08,broken clouds
652,Hurghada,EG,27.2574,33.8129,82.44,26,0,17.27,clear sky
653,Imeni Poliny Osipenko,RU,52.4201,136.4853,17.51,93,100,3.47,overcast clouds
654,Clarence Town,AU,-32.5833,151.7833,66.85,95,25,2.17,scattered clouds
655,San Lorenzo,PY,-25.3333,-57.5333,76.59,83,75,5.01,broken clouds
656,Izhevskoye,RU,54.5567,40.8703,46.4,76,100,15.05,overcast clouds
657,Ilebo,CD,-4.3167,20.5833,71.73,99,95,6.15,moderate rain
658,Timberlake,US,37.3207,-79.2575,62.56,29,75,6.91,broken clouds
659,Jalalabad,AF,34.4265,70.4515,79.45,21,74,5.26,broken clouds
660,Komsomolskiy,UZ,40.4272,71.7189,65.12,45,83,9.22,broken clouds
661,Nishihara,JP,26.1842,127.7558,67.28,81,40,6.91,scattered clouds
662,Pemangkat,ID,1.1667,108.9667,78.24,83,99,2.84,overcast clouds
663,Ambunti,PG,-4.2365,142.8448,73.51,99,100,0.87,overcast clouds
664,Kiruna,SE,67.8557,20.2251,25.72,100,100,17.27,overcast clouds
665,Tulum,MX,20.2167,-87.4667,76.05,64,100,10.92,overcast clouds
666,Ozark,US,37.0209,-93.206,41.81,67,100,3.0,overcast clouds
667,Kousseri,CM,12.0769,15.0306,93.16,13,50,3.44,scattered clouds
668,Tezu,IN,27.9167,96.1667,67.26,81,100,3.33,overcast clouds
669,Henties Bay,NA,-22.116,14.2845,62.26,78,0,4.88,clear sky
670,Taitung,TW,22.7583,121.1444,68.27,79,26,8.77,scattered clouds
671,Ekpoma,NG,6.7421,6.139,74.53,90,80,4.79,moderate rain
672,Kuryk,KZ,43.2,51.65,50.11,87,40,1.79,scattered clouds
673,Seminole,US,28.7086,-81.2081,75.27,40,0,16.11,clear sky
674,Nanakuli,US,21.3906,-158.1547,80.55,57,20,14.97,few clouds
675,San Policarpo,PH,12.1791,125.5072,76.24,83,100,14.56,very heavy rain
676,Phenix City,US,32.471,-85.0008,64.87,31,75,21.85,broken clouds
677,Tandalti,SD,13.0167,31.8667,91.9,26,32,7.38,scattered clouds
678,Nsanje,MW,-16.92,35.262,71.74,99,99,3.29,light rain
679,Sibolga,ID,1.7427,98.7792,76.42,79,93,3.4,overcast clouds
680,Ibra,OM,22.6906,58.5334,80.28,33,93,1.74,overcast clouds
681,Tibati,CM,6.4667,12.6333,80.94,39,100,2.26,overcast clouds
682,Viransehir,TR,37.2353,39.7631,52.0,88,31,4.79,scattered clouds
683,Comodoro Rivadavia,AR,-45.8667,-67.5,57.06,82,20,10.36,few clouds
684,Najran,SA,17.4924,44.1277,72.25,19,0,0.85,clear sky
685,Langsa,ID,4.4683,97.9683,72.99,96,100,2.82,overcast clouds
686,Bhinga,IN,27.7167,81.9333,77.52,21,0,3.78,clear sky
687,Popondetta,PG,-8.7537,148.2534,74.21,95,100,2.13,light rain
688,Vagur,FO,61.4732,-6.8119,37.29,72,100,19.33,overcast clouds
689,Aksaray,TR,38.3726,34.0254,49.57,71,32,4.03,scattered clouds
690,Inhambane,MZ,-23.865,35.3833,77.09,63,100,19.55,overcast clouds
691,Uchaly,RU,54.2996,59.4521,33.78,96,98,4.27,overcast clouds
692,Plettenberg Bay,ZA,-34.0527,23.3716,59.54,76,92,12.06,overcast clouds
693,Randolph,US,35.7001,-79.8164,61.7,33,100,13.8,overcast clouds
694,Ahuimanu,US,21.4447,-157.8378,80.31,69,40,12.66,scattered clouds
695,Diamantino,BR,-14.4086,-56.4461,84.49,68,11,3.56,few clouds
696,Kletskaya,RU,49.3145,43.0584,52.16,76,43,13.44,scattered clouds
697,Isangel,VU,-19.55,169.2667,84.31,84,40,2.3,scattered clouds
698,Luebo,CD,-5.35,21.4167,70.74,99,100,2.91,light rain
699,Ust-Tarka,RU,55.5672,75.705,32.86,88,100,11.32,overcast clouds
700,Faxinal,BR,-24.0003,-51.3194,68.29,96,100,2.75,light rain
